game_index,home_team,away_team,score_diff
2476,CS Bakersfield,UC San Diego,4
2477,CS Sacramento,Northern Arizona,3
2478,Dartmouth,Penn,4
2479,Denver,North Dakota,7
2480,Detroit,Robert Morris,12
2481,Drake,Bradley,25
2482,Northeastern,Drexel,-21
2483,E Illinois,Ark Little Rock,7
2484,E Kentucky,Stetson,15
2485,E Washington,Idaho,21
2486,SIUE,Lindenwood,10
2487,Central Conn,F Dickinson,-8
2488,FL Atlantic,North Texas,4
2489,Florida,Missouri,9
2490,La Salle,Fordham,-2
2491,George Mason,Davidson,2
2492,Mississippi,Georgia,-4
2493,Georgia St,Coastal Car,34
2494,Gonzaga,Portland,40
2495,Harvard,Columbia,22
2496,Hawaii,Long Beach St,9
2497,High Point,Presbyterian,8
2498,Hofstra,Delaware,24
2499,McNeese St,Houston Chr,-9
2500,Norfolk St,Howard,-2
2501,Indiana,Wisconsin,18
2502,Jacksonville St,Jacksonville,-6
2503,James Madison,Ga Southern,12
2504,Kansas,Iowa St,2
2505,Kennesaw,North Florida,14
2506,Tennessee,Kentucky,-7
2507,Lafayette,Holy Cross,14
2508,Lehigh,American Univ,16
2509,Liberty,Cent Arkansas,20
2510,Lipscomb,Austin Peay,14
2511,Longwood,SC Upstate,7
2512,Loy Marymount,San Diego,14
2513,Loyola MD,Navy,2
2514,Marshall,Old Dominion,8
2515,Massachusetts,Rhode Island,10
2516,MD E Shore,Delaware St,2
2517,ETSU,Mercer,-13
2518,Montana,Idaho St,29
2519,Montana St,Weber St,15
2520,Coppin St,Morgan St,-17
2521,Murray St,IL Chicago,17
2522,Portland St,N Colorado,-2
2523,NE Omaha,N Dakota St,-13
2524,WI Green Bay,N Kentucky,-21
2525,NC A&T,Stony Brook,2
2526,NC Central,S Carolina St,4
2527,NC State,Miami FL,2
2528,San Diego St,New Mexico,-9
2529,Nicholls St,Northwestern LA,14
2530,NJIT,SUNY Albany,7
2531,Louisville,North Carolina,-21
2532,Oklahoma,West Virginia,1
2533,Oral Roberts,St Thomas MN,12
2534,Oregon,Arizona,19
2535,Georgia Tech,Pittsburgh,-11
2536,Prairie View,Jackson St,9
2537,Radford,Charleston So,5
2538,Rice,UTEP,1
2539,South Dakota,S Dakota St,-18
2540,S Illinois,Illinois St,12
2541,Utah Tech,Sam Houston St,-25
2542,Samford,Chattanooga,1
2543,Pacific,Santa Clara,-11
2544,Incarnate Word,SE Louisiana,-4
2545,Morehead St,SE Missouri St,-5
2546,Utah Valley,Seattle,-5
2547,DePaul,Seton Hall,-4
2548,Arkansas St,Southern Miss,-17
2549,Southern Univ,Grambling,8
2550,Southern Utah,SF Austin,9
2551,St Bonaventure,Richmond,8
2552,St Francis NY,Sacred Heart,3
2553,St Francis PA,LIU Brooklyn,19
2554,St Joseph's PA,Loyola-Chicago,31
2555,G Washington,St Louis,-7
2556,San Francisco,St Mary's CA,-17
2557,Syracuse,Notre Dame,5
2558,TAM C. Christi,New Orleans,18
2559,TCU,Kansas St,14
2560,Tennessee Tech,Tennessee St,8
2561,Texas,Texas Tech,2
2562,South Carolina,Texas A&M,-41
2563,N Illinois,Toledo,-17
2564,Towson,Monmouth NJ,20
2565,Tulane,UCF,8
2566,UTRGV,Chicago St,3
2567,Louisiana Tech,UAB,-7
2568,UC Davis,CS Fullerton,4
2569,CS Northridge,UC Irvine,-14
2570,UC Santa Barbara,UC Riverside,-1
2571,UCLA,Colorado,14
2572,South Alabama,Louisiana,-3
2573,ULM,Texas St,3
2574,UMBC,Maine,8
2575,Gardner Webb,UNC Asheville,-5
2576,Furman,UNC Greensboro,-8
2577,USC,Utah,15
2578,New Mexico St,UT Arlington,-11
2579,Evansville,Valparaiso,-7
2580,Vanderbilt,Arkansas,13
2581,Florida St,Virginia,-9
2582,Missouri KC,W Illinois,-8
2583,WKU,Florida Intl,11
2584,W Michigan,Bowling Green,16
2585,Boston College,Wake Forest,-22
2586,Washington,California,3
2587,Washington St,Stanford,1
2588,Wichita St,Tulsa,4
2589,UNC Wilmington,William & Mary,-2
2590,Campbell,Winthrop,-4
2591,Wofford,VMI,19
2592,WI Milwaukee,Wright St,-4
2593,Oakland,Youngstown St,-16
2594,Cal Baptist,Grand Canyon,5
2595,Stonehill,Merrimack,-12
2596,Bellarmine,FL Gulf Coast,20
2597,Tarleton St,Abilene Chr,9
2598,Queens NC,North Alabama,29
2599,Southern Indiana,TN Martin,14
2600,TX A&M Commerce,Lamar,15
2601,Canisius,Siena,4
2602,St Peter's,Fairfield,-4
2603,Iowa,Maryland,14
2604,Niagara,Marist,-2
2605,Temple,Memphis,-2
2606,Michigan,Northwestern,7
2607,Missouri St,Indiana St,2
2608,Mt St Mary's,Quinnipiac,-7
2609,Iona,Rider,-3
2610,Rutgers,Ohio St,4
2611,East Carolina,South Florida,-11
2612,Connecticut,St John's,-11
2613,Xavier,Marquette,4
2614,Alabama A&M,Alabama St,-8
2615,Prairie View,Alcorn St,-9
2616,Bethune-Cookman,Ark Pine Bluff,-6
2617,PFW,Cleveland St,-12
2618,Col Charleston,William & Mary,28
2619,Columbia,Cornell,-17
2620,CS Fullerton,CS Bakersfield,30
2621,Harvard,Dartmouth,-1
2622,E Washington,Montana,7
2623,Stonehill,F Dickinson,-8
2624,WKU,FL Atlantic,-14
2625,Florida A&M,MS Valley St,1
2626,George Mason,G Washington,-3
2627,Hawaii,CS Northridge,7
2628,Idaho,Montana St,4
2629,Minnesota,Illinois,-18
2630,Loyola MD,Lehigh,-4
2631,Miami FL,Syracuse,4
2632,MTSU,UAB,1
2633,Hampton,NC A&T,-12
2634,Florida Intl,North Texas,-7
2635,Northeastern,Delaware,1
2636,Penn,Princeton,-12
2637,Michigan St,Purdue,-1
2638,UT San Antonio,Rice,-7
2639,Sacred Heart,St Francis PA,3
2640,UC Irvine,UC Santa Barbara,-8
2641,LIU Brooklyn,St Francis NY,-7
2642,La Salle,St Joseph's PA,-12
2643,Towson,Hofstra,21
2644,TX Southern,Jackson St,2
2645,UC San Diego,UC Davis,-8
2646,UC Riverside,Cal Poly,5
2647,UMBC,Hartford,25
2648,UNC Wilmington,Elon,8
2649,Charlotte,UTEP,-2
2650,Villanova,Georgetown,4
2651,Merrimack,Wagner,-5
2652,Yale,Brown,3
2653,Air Force,Wyoming,8
2654,C Michigan,Akron,-18
2655,Vanderbilt,Alabama,-12
2656,Ball St,W Michigan,1
2657,Texas Tech,Baylor,-7
2658,Belmont,Murray St,15
2659,Boise St,Nevada,15
2660,Buffalo,Bowling Green,29
2661,Butler,Creighton,-21
2662,Dayton,Davidson,7
2663,Notre Dame,Florida St,-13
2664,Tulane,Houston,-20
2665,Iowa St,Texas,11
2666,Kansas St,Kansas,1
2667,E Michigan,Kent,-14
2668,Kentucky,Georgia,14
2669,South Carolina,Mississippi,-12
2670,Miami OH,N Illinois,-4
2671,Georgia Tech,NC State,-12
2672,New Mexico,San Jose St,20
2673,North Carolina,Boston College,8
2674,Richmond,Rhode Island,7
2675,S Illinois,Evansville,8
2676,Mississippi St,Tennessee,-11
2677,Toledo,Ohio,15
2678,Utah St,UNLV,4
2679,VCU,Massachusetts,28
2680,Valparaiso,IL Chicago,10
2681,Wake Forest,Clemson,10
2682,Wisconsin,Penn St,3
2683,LSU,Auburn,-18
2684,Indiana St,Bradley,-11
2685,Army,Bucknell,-2
2686,South Florida,Cincinnati,-16
2687,Holy Cross,Colgate,-6
2688,DePaul,Xavier,1
2689,Chattanooga,Furman,-8
2690,Grand Canyon,Utah Tech,4
2691,High Point,Winthrop,5
2692,American Univ,Lafayette,-11
2693,Longwood,Gardner Webb,5
2694,MA Lowell,UMBC,6
2695,Marquette,Providence,8
2696,Missouri,Arkansas,3
2697,Drake,Missouri St,-3
2698,Morgan St,Hartford,8
2699,Navy,Boston Univ,18
2700,Nebraska,Ohio St,3
2701,Northern Iowa,Illinois St,2
2702,Oklahoma St,Oklahoma,16
2703,California,Oregon,-29
2704,Louisville,Pittsburgh,-21
2705,Campbell,Radford,-8
2706,ETSU,Samford,-10
2707,Colorado St,San Diego St,-6
2708,SC Upstate,Presbyterian,1
2709,Seton Hall,Connecticut,1
2710,Tulsa,SMU,-3
2711,St Bonaventure,Duquesne,9
2712,Loyola-Chicago,St Louis,-17
2713,Temple,East Carolina,15
2714,Texas A&M,Florida,2
2715,Charleston So,UNC Asheville,-10
2716,Utah Valley,Abilene Chr,30
2717,Virginia,Virginia Tech,10
2718,W Carolina,Wofford,5
2719,West Virginia,TCU,9
2720,Cent Arkansas,North Alabama,-5
2721,Arizona,USC,15
2722,SUNY Albany,Binghamton,-11
2723,Bryant,NJIT,12
2724,Coastal Car,Appalachian St,9
2725,Monmouth NJ,Col Charleston,-14
2726,Delaware,William & Mary,27
2727,South Dakota,Denver,-15
2728,Drexel,Hampton,6
2729,N Colorado,E Washington,-8
2730,UT San Antonio,FL Atlantic,-19
2731,FL Gulf Coast,Jacksonville St,4
2732,Hofstra,UNC Wilmington,24
2733,Northern Arizona,Idaho,-5
2734,Idaho St,CS Sacramento,4
2735,Houston Chr,Incarnate Word,-11
2736,Illinois,Indiana,-15
2737,Wright St,PFW,-8
2738,Troy,James Madison,-2
2739,Stetson,Kennesaw,-1
2740,Lamar,TAM C. Christi,2
2741,Jacksonville,Liberty,-14
2742,Lipscomb,E Kentucky,13
2743,Long Beach St,CS Fullerton,5
2744,Louisiana Tech,WKU,11
2745,Gonzaga,Loy Marymount,-1
2746,Texas St,Marshall,-8
2747,Maryland,Michigan,6
2748,Memphis,Wichita St,10
2749,VMI,Mercer,-8
2750,Michigan St,Rutgers,13
2751,SIUE,Morehead St,-9
2752,MTSU,Charlotte,4
2753,N Kentucky,Cleveland St,1
2754,Nicholls St,McNeese St,9
2755,North Dakota,Missouri KC,17
2756,North Florida,Queens NC,5
2757,Stony Brook,Northeastern,-13
2758,SE Louisiana,Northwestern LA,-10
2759,IUPUI,Oakland,-6
2760,Old Dominion,Georgia St,12
2761,N Dakota St,Oral Roberts,-23
2762,Portland,San Diego,5
2763,Minnesota,Purdue,-22
2764,North Texas,Rice,-12
2765,S Dakota St,NE Omaha,23
2766,Sam Houston St,SF Austin,5
2767,San Francisco,Pacific,21
2768,UC Santa Barbara,CS Northridge,20
2769,Santa Clara,BYU,7
2770,Seattle,Tarleton St,20
2771,Southern Miss,South Alabama,4
2772,Southern Utah,New Mexico St,35
2773,Pepperdine,St Mary's CA,-29
2774,Stanford,Oregon St,21
2775,Tennessee St,E Illinois,4
2776,Ark Little Rock,Tennessee Tech,-2
2777,SE Missouri St,TN Martin,-20
2778,NC A&T,Towson,-12
2779,UC Irvine,Hawaii,8
2780,UC Davis,UC Riverside,-2
2781,Arizona St,UCLA,-12
2782,Arkansas St,Louisiana,-9
2783,Ga Southern,ULM,-13
2784,UNC Greensboro,Citadel,10
2785,UT Arlington,UTRGV,12
2786,Utah,Washington St,14
2787,UTEP,Florida Intl,20
2788,Vermont,Maine,21
2789,Colorado,Washington,-3
2790,Weber St,Portland St,16
2791,WI Milwaukee,Robert Morris,8
2792,WI Green Bay,Youngstown St,-16
2793,Austin Peay,Bellarmine,-11
2794,Cal Poly,UC San Diego,-7
2795,Lindenwood,Southern Indiana,-16
2796,New Orleans,TX A&M Commerce,-5
2797,Fairfield,Canisius,9
2798,Manhattan,Iona,-8
2799,Kent,Ball St,21
2800,New Mexico,Boise St,2
2801,Rider,Niagara,3
2802,F Dickinson,Sacred Heart,-7
2803,Siena,Mt St Mary's,15
2804,St Francis PA,St Francis NY,26
2805,Marist,St Peter's,-4
2806,Buffalo,Toledo,-9
2807,Richmond,VCU,-12
2808,St John's,Villanova,-8
2809,Wagner,Central Conn,22
2810,LIU Brooklyn,Stonehill,-7
2811,Abilene Chr,UT Arlington,16
2812,W Michigan,Akron,-8
2813,Missouri,Alabama,-21
2814,Alabama St,Prairie View,1
2815,Alcorn St,Florida A&M,10
2816,Old Dominion,Appalachian St,-14
2817,Arizona,UCLA,6
2818,Ark Little Rock,Tennessee St,12
2819,Ark Pine Bluff,Southern Univ,7
2820,Arkansas,Mississippi,12
2821,South Carolina,Auburn,-15
2822,Oklahoma,Baylor,-2
2823,Bradley,Belmont,-2
2824,Notre Dame,Boston College,-12
2825,Boston Univ,Loyola MD,13
2826,Bowling Green,Miami OH,10
2827,Brown,Columbia,12
2828,Charleston So,Campbell,-2
2829,WKU,Charlotte,-4
2830,VMI,Citadel,-8
2831,Clemson,Virginia Tech,1
2832,Wright St,Cleveland St,-8
2833,Coastal Car,South Alabama,4
2834,Northeastern,Col Charleston,-26
2835,Colgate,American Univ,1
2836,CS Northridge,CS Fullerton,3
2837,IUPUI,Detroit,-12
2838,Evansville,Drake,-36
2839,Drexel,Delaware,3
2840,Duke,Miami FL,2
2841,Austin Peay,E Kentucky,-15
2842,Northern Arizona,E Washington,-3
2843,Chattanooga,ETSU,-16
2844,UTEP,FL Atlantic,-8
2845,Mississippi St,Florida,-2
2846,UT San Antonio,Florida Intl,-5
2847,Pittsburgh,Florida St,-7
2848,Duquesne,Fordham,-7
2849,Fresno St,UNLV,13
2850,G Washington,Dayton,7
2851,Ga Southern,Georgia St,6
2852,Winthrop,Gardner Webb,-2
2853,Rhode Island,George Mason,-7
2854,Pacific,Gonzaga,-9
2855,MS Valley St,Grambling,-4
2856,Monmouth NJ,Hampton,-17
2857,Harvard,Cornell,6
2858,UC Riverside,Hawaii,-4
2859,Bucknell,Holy Cross,-7
2860,Houston Chr,TAM C. Christi,12
2861,Howard,Morgan St,32
2862,Lamar,Incarnate Word,-6
2863,Jackson St,Bethune-Cookman,4
2864,Jacksonville,Queens NC,7
2865,Kansas St,Texas Tech,10
2866,FL Gulf Coast,Kennesaw,-2
2867,Kentucky,Texas A&M,9
2868,Lehigh,Lafayette,12
2869,North Florida,Liberty,-11
2870,Lipscomb,Bellarmine,20
2871,UC San Diego,Long Beach St,-2
2872,Presbyterian,Longwood,-2
2873,Loyola-Chicago,St Bonaventure,12
2874,Seton Hall,Marquette,-21
2875,Arkansas St,Marshall,-9
2876,S Carolina St,MD E Shore,-6
2877,N Dakota St,Missouri KC,-2
2878,Montana,Montana St,-3
2879,Lindenwood,Morehead St,-9
2880,Louisiana Tech,MTSU,-17
2881,Murray St,Indiana St,9
2882,N Colorado,Idaho,6
2883,E Michigan,N Illinois,-21
2884,N Kentucky,PFW,20
2885,Army,Navy,-6
2886,William & Mary,NC A&T,-4
2887,NC Central,Delaware St,19
2888,McNeese St,Nicholls St,-3
2889,Coppin St,Norfolk St,-31
2890,North Carolina,NC State,11
2891,UAB,North Texas,-11
2892,IL Chicago,Northern Iowa,-6
2893,New Orleans,Northwestern LA,-23
2894,Ohio,C Michigan,28
2895,Ohio St,Iowa,16
2896,Oklahoma St,Iowa St,2
2897,North Dakota,Oral Roberts,-12
2898,Penn St,Nebraska,11
2899,Portland,Pepperdine,15
2900,Idaho St,Portland St,-7
2901,Princeton,Dartmouth,3
2902,Providence,DePaul,11
2903,Radford,High Point,15
2904,WI Green Bay,Robert Morris,-34
2905,S Dakota St,Denver,15
2906,Missouri St,S Illinois,-4
2907,Sam Houston St,UTRGV,19
2908,Samford,W Carolina,9
2909,Air Force,San Diego St,-10
2910,San Francisco,BYU,8
2911,UC Santa Barbara,CS Bakersfield,18
2912,SE Louisiana,TX A&M Commerce,6
2913,SE Missouri St,Tennessee Tech,7
2914,Seattle,Southern Utah,21
2915,South Dakota,NE Omaha,16
2916,South Florida,UCF,13
2917,Southern Miss,James Madison,13
2918,St Joseph's PA,Massachusetts,6
2919,St Louis,La Salle,13
2920,St Mary's CA,Santa Clara,19
2921,Stanford,Oregon,7
2922,Stetson,Jacksonville St,6
2923,Georgia Tech,Syracuse,-17
2924,Kansas,TCU,-23
2925,LSU,Tennessee,-21
2926,West Virginia,Texas,-8
2927,TN Martin,E Illinois,13
2928,Elon,Towson,-4
2929,Troy,ULM,24
2930,Tulsa,Tulane,2
2931,Alabama A&M,TX Southern,-11
2932,UC Davis,Cal Poly,2
2933,Texas St,Louisiana,-9
2934,UMBC,New Hampshire,11
2935,UNC Asheville,SC Upstate,6
2936,UNC Greensboro,Mercer,11
2937,Stony Brook,UNC Wilmington,-11
2938,Arizona St,USC,-8
2939,Utah,Washington,25
2940,Utah St,San Jose St,1
2941,Grand Canyon,Utah Valley,-2
2942,Illinois St,Valparaiso,-20
2943,Georgia,Vanderbilt,-3
2944,Wake Forest,Virginia,-9
2945,W Illinois,St Thomas MN,4
2946,Weber St,CS Sacramento,2
2947,WI Milwaukee,Youngstown St,13
2948,Wyoming,Colorado St,1
2949,Xavier,Georgetown,13
2950,Yale,Penn,7
2951,Cal Baptist,Tarleton St,29
2952,North Alabama,Cent Arkansas,16
2953,Utah Tech,New Mexico St,13
2954,SIUE,Southern Indiana,-10
2955,LIU Brooklyn,Central Conn,-16
2956,Colorado,Washington St,3
2957,Connecticut,Butler,30
2958,Siena,Fairfield,-10
2959,Wofford,Furman,-14
2960,Indiana,Michigan St,13
2961,MA Lowell,Bryant,19
2962,Maine,Binghamton,21
2963,Cincinnati,Memphis,-7
2964,Michigan,Minnesota,4
2965,Mt St Mary's,Marist,4
2966,St Peter's,Niagara,-2
2967,California,Oregon St,-20
2968,Purdue,Maryland,3
2969,Quinnipiac,Canisius,5
2970,Rider,Manhattan,2
2971,Houston,Temple,-1
2972,Vermont,NJIT,16
2973,Wagner,Sacred Heart,10
2974,SMU,Wichita St,-2
2975,St Francis NY,Merrimack,-8
2976,F Dickinson,Stonehill,-11
2977,Alabama A&M,Prairie View,8
2978,Alcorn St,Bethune-Cookman,8
2979,Baylor,Kansas,6
2980,Coastal Car,Chicago St,-4
2981,Boston Univ,Colgate,-13
2982,S Carolina St,Delaware St,-3
2983,Ark Pine Bluff,Grambling,-7
2984,Howard,Coppin St,14
2985,Jackson St,Florida A&M,1
2986,NC Central,MD E Shore,-1
2987,Morgan St,Norfolk St,6
2988,Nevada,New Mexico,3
2989,Northwestern,Wisconsin,3
2990,Detroit,Oakland,-9
2991,Hartford,Penn,-24
2992,MS Valley St,Southern Univ,-14
2993,Alabama St,TX Southern,-6
2994,Virginia Tech,Duke,3
2995,W Illinois,North Dakota,12
2996,Akron,Miami OH,5
2997,Arkansas,LSU,20
2998,Boise St,Fresno St,10
2999,C Michigan,Bowling Green,-22
3000,Ball St,Buffalo,-26
3001,Clemson,Georgia Tech,21
3002,La Salle,Davidson,-7
3003,Drake,Indiana St,2
3004,East Carolina,Tulsa,10
3005,Georgetown,DePaul,5
3006,Illinois,Ohio St,9
3007,Iowa St,Kansas St,4
3008,Vanderbilt,Kentucky,-16
3009,Florida St,Miami FL,-23
3010,Mississippi,Missouri,-12
3011,Missouri St,IL Chicago,4
3012,N Illinois,Kent,10
3013,NC State,Notre Dame,3
3014,Syracuse,North Carolina,-4
3015,Ohio,W Michigan,12
3016,Rutgers,Penn St,20
3017,S Illinois,Murray St,4
3018,San Jose St,Air Force,30
3019,TCU,Oklahoma,27
3020,Texas,Oklahoma St,14
3021,Toledo,E Michigan,5
3022,UNLV,Wyoming,14
3023,Alabama,Mississippi St,3
3024,American Univ,Army,2
3025,Evansville,Belmont,-9
3026,Boston College,Louisville,10
3027,Bradley,Illinois St,4
3028,High Point,Campbell,-8
3029,W Carolina,Citadel,-11
3030,Creighton,St John's,28
3031,Duquesne,Loyola-Chicago,14
3032,Florida,South Carolina,21
3033,St Bonaventure,Fordham,-11
3034,Furman,Samford,7
3035,G Washington,St Joseph's PA,1
3036,Gardner Webb,SC Upstate,12
3037,Hartford,Stonehill,17
3038,UCF,Houston,-11
3039,Minnesota,Indiana,-4
3040,PFW,IUPUI,6
3041,Lafayette,Loyola MD,16
3042,Holy Cross,Lehigh,-6
3043,Maine,MA Lowell,5
3044,Maryland,Wisconsin,18
3045,Massachusetts,Richmond,9
3046,Mercer,ETSU,4
3047,Bucknell,Navy,-17
3048,New Hampshire,SUNY Albany,19
3049,NJIT,UMBC,4
3050,Northern Iowa,Valparaiso,11
3051,Nebraska,Northwestern,-15
3052,Pittsburgh,Wake Forest,2
3053,Providence,Butler,21
3054,Rhode Island,Dayton,5
3055,San Diego St,Utah St,10
3056,SF Austin,UTRGV,17
3057,Stanford,Chicago St,7
3058,Temple,South Florida,3
3059,Tennessee,Georgia,29
3060,Auburn,Texas A&M,-16
3061,Wichita St,Tulane,-5
3062,UNC Asheville,Presbyterian,8
3063,UNC Greensboro,VMI,12
3064,VCU,George Mason,20
3065,Binghamton,Vermont,-25
3066,Texas Tech,West Virginia,-15
3067,Winthrop,Charleston So,12
3068,Chattanooga,Wofford,-5
3069,Connecticut,Xavier,-3
3070,UT Arlington,Cal Baptist,-8
3071,Appalachian St,Georgia St,12
3072,Washington St,Arizona,-5
3073,Cent Arkansas,North Florida,3
3074,CS Fullerton,UC Irvine,1
3075,CS Sacramento,Montana,19
3076,E Washington,Idaho St,13
3077,F Dickinson,St Francis PA,5
3078,Mt St Mary's,Fairfield,-3
3079,FL Atlantic,MTSU,18
3080,Florida Intl,WKU,9
3081,Abilene Chr,Grand Canyon,-2
3082,Hampton,Delaware,1
3083,Elon,Hofstra,-17
3084,Incarnate Word,McNeese St,5
3085,Jacksonville St,Lipscomb,5
3086,James Madison,Coastal Car,6
3087,Kennesaw,Austin Peay,27
3088,Liberty,Stetson,29
3089,Cal Poly,Long Beach St,-18
3090,Sacred Heart,LIU Brooklyn,-4
3091,Loy Marymount,Portland,19
3092,Memphis,SMU,15
3093,Michigan St,Iowa,2
3094,Missouri KC,NE Omaha,3
3095,Portland St,Montana St,-9
3096,Morehead St,Ark Little Rock,4
3097,N Kentucky,WI Green Bay,18
3098,NC A&T,Drexel,13
3099,North Texas,UT San Antonio,4
3100,Northwestern LA,Houston Chr,19
3101,South Alabama,Old Dominion,-2
3102,Oral Roberts,Denver,41
3103,Oregon,Colorado,6
3104,Michigan,Purdue,-5
3105,Radford,Longwood,4
3106,Rice,Charlotte,2
3107,Sam Houston St,Seattle,15
3108,Pepperdine,San Diego,-9
3109,Hawaii,UC Santa Barbara,-1
3110,SE Louisiana,New Orleans,5
3111,SE Missouri St,Tennessee St,17
3112,Southern Miss,Arkansas St,16
3113,Southern Utah,Utah Valley,12
3114,Wagner,St Francis NY,-9
3115,TAM C. Christi,Nicholls St,10
3116,Tennessee Tech,SIUE,12
3117,Texas St,Ga Southern,3
3118,TN Martin,Lindenwood,7
3119,Towson,Northeastern,9
3120,UAB,Louisiana Tech,6
3121,CS Bakersfield,UC Davis,-21
3122,Louisiana,Troy,15
3123,Marshall,ULM,-4
3124,UNC Wilmington,Monmouth NJ,3
3125,USC,UCLA,13
3126,Oregon St,Utah,-19
3127,W Illinois,South Dakota,3
3128,Washington,Arizona St,3
3129,Idaho,Weber St,-8
3130,William & Mary,Stony Brook,3
3131,Wright St,WI Milwaukee,7
3132,North Alabama,Jacksonville,18
3133,Central Conn,Merrimack,-3
3134,Bellarmine,E Kentucky,1
3135,Tarleton St,Utah Tech,2
3136,CS Northridge,UC San Diego,-8
3137,St Thomas MN,S Dakota St,6
3138,Queens NC,FL Gulf Coast,2
3139,Southern Indiana,E Illinois,4
3140,Lamar,TX A&M Commerce,-5
3141,Cleveland St,PFW,5
3142,Kent,Buffalo,6
3143,N Dakota St,North Dakota,16
3144,New Mexico,Air Force,8
3145,Niagara,Manhattan,6
3146,Marist,Rider,-16
3147,Robert Morris,Detroit,8
3148,Siena,Iona,17
3149,Davidson,St Louis,-4
3150,Youngstown St,Oakland,4
3151,Abilene Chr,Utah Tech,5
3152,Akron,Ohio,6
3153,Florida A&M,Alabama A&M,-5
3154,Navy,American Univ,-4
3155,Appalachian St,Arkansas St,12
3156,Washington,Arizona,-23
3157,Tennessee Tech,Ark Little Rock,-2
3158,Ark Pine Bluff,MS Valley St,16
3159,Army,Holy Cross,11
3160,N Illinois,Ball St,-18
3161,Baylor,Arkansas,3
3162,Bethune-Cookman,Alabama St,2
3163,Binghamton,Bryant,17
3164,Boise St,Colorado St,21
3165,C Michigan,W Michigan,1
3166,Central Conn,St Francis PA,14
3167,Longwood,Charleston So,-12
3168,ETSU,Chattanooga,-9
3169,Florida St,Clemson,-1
3170,Colgate,Lafayette,12
3171,Cornell,Brown,7
3172,Creighton,Xavier,17
3173,Cal Poly,CS Fullerton,-29
3174,Dartmouth,Columbia,10
3175,Dayton,Richmond,26
3176,Delaware,Northeastern,3
3177,Delaware St,Morgan St,2
3178,Georgia Tech,Duke,-43
3179,E Kentucky,Bellarmine,10
3180,Miami OH,E Michigan,-5
3181,E Washington,Weber St,4
3182,Elon,Drexel,14
3183,Merrimack,F Dickinson,-7
3184,FL Atlantic,WKU,7
3185,Florida Intl,MTSU,8
3186,Fordham,G Washington,15
3187,Gardner Webb,High Point,28
3188,Georgia,South Carolina,3
3189,Portland,Gonzaga,-15
3190,Grambling,Jackson St,12
3191,Hawaii,CS Bakersfield,3
3192,Col Charleston,Hofstra,-4
3193,Houston,Cincinnati,6
3194,Howard,NC Central,4
3195,Idaho,Idaho St,-4
3196,Wisconsin,Illinois,-10
3197,Incarnate Word,Nicholls St,2
3198,Indiana,Ohio St,16
3199,Indiana St,Northern Iowa,8
3200,Cent Arkansas,Jacksonville,-10
3201,Jacksonville St,Austin Peay,17
3202,James Madison,ULM,13
3203,Kentucky,Kansas,-9
3204,Kansas St,Florida,14
3205,Kennesaw,Lipscomb,13
3206,Liberty,FL Gulf Coast,17
3207,Long Beach St,UC Davis,3
3208,UT San Antonio,Louisiana Tech,-11
3209,Loy Marymount,Pepperdine,14
3210,Loyola MD,Bucknell,14
3211,SUNY Albany,Maine,-4
3212,DePaul,Marquette,-20
3213,Marshall,Georgia St,38
3214,Maryland,Nebraska,19
3215,Massachusetts,Duquesne,8
3216,MD E Shore,Coppin St,19
3217,Citadel,Mercer,-9
3218,Mississippi St,TCU,7
3219,Missouri,Iowa St,17
3220,Missouri KC,Denver,10
3221,NC A&T,Monmouth NJ,-15
3222,Portland St,Montana,-6
3223,CS Sacramento,Montana St,-7
3224,Morehead St,SIUE,5
3225,Murray St,Missouri St,3
3226,Wake Forest,NC State,-2
3227,New Hampshire,MA Lowell,4
3228,Norfolk St,S Carolina St,14
3229,North Texas,UTEP,10
3230,Northern Arizona,N Colorado,10
3231,Northwestern,Minnesota,20
3232,Northwestern LA,Lamar,15
3233,Notre Dame,Louisville,14
3234,Oklahoma,Alabama,24
3235,Oklahoma St,Mississippi,22
3236,Coastal Car,Old Dominion,-1
3237,Oral Roberts,NE Omaha,9
3238,Oregon,Utah,12
3239,Oregon St,Colorado,8
3240,Santa Clara,Pacific,-6
3241,Penn,Harvard,15
3242,Pittsburgh,Miami FL,3
3243,TX Southern,Prairie View,-15
3244,SC Upstate,Radford,-3
3245,Rhode Island,La Salle,2
3246,San Diego St,San Jose St,21
3247,San Diego,San Francisco,-13
3248,New Orleans,SE Louisiana,-16
3249,E Illinois,SE Missouri St,-11
3250,Butler,Seton Hall,-21
3251,SF Austin,Seattle,14
3252,South Alabama,Troy,17
3253,St Thomas MN,South Dakota,-14
3254,Southern Miss,Texas St,9
3255,Southern Univ,Alcorn St,12
3256,VCU,St Bonaventure,-3
3257,St Francis NY,LIU Brooklyn,12
3258,BYU,St Mary's CA,-1
3259,Mt St Mary's,St Peter's,-11
3260,Stanford,California,29
3261,Hampton,Stony Brook,-5
3262,TAM C. Christi,McNeese St,11
3263,UCF,Temple,-7
3264,Tennessee,Texas,11
3265,Tennessee St,Lindenwood,17
3266,Texas A&M,Vanderbilt,6
3267,LSU,Texas Tech,-8
3268,TN Martin,Southern Indiana,3
3269,Toledo,Bowling Green,14
3270,Towson,William & Mary,19
3271,UTRGV,Cal Baptist,6
3272,Rice,UAB,-18
3273,UC Irvine,CS Northridge,25
